sample       total_count  b_cell%    cd8_t_cell%  cd4_t_cell%  nk_cell%   monocyte%   
sample08700  101428       10.54      28.5         26.58        14.38      20.0        
sample08701  99494        10.36      24.2         34.43        11.2       19.82       
sample08702  94248        9.44       26.9         32.05        13.11      18.5        
sample08703  103464       11.26      23.29        29.94        17.64      17.87       
sample08704  91977        8.03       32.42        30.13        12.16      17.26       
sample08705  103742       10.6       22.77        31.83        11.42      23.38       
sample08706  100379       10.55      25.29        34.97        13.62      15.57       
sample08707  111418       5.19       22.24        32.13        21.03      19.41       
sample08708  100379       7.05       27.37        29.8         16.65      19.12       
sample08709  107051       10.81      20.02        31.53        13.22      24.42       
sample08710  102890       7.24       26.19        28.84        12.86      24.87       
sample08711  100541       13.96      25.82        30.8         13.01      16.41       
sample08712  97530        11.32      30.98        24.05        17.26      16.39       
sample08713  96240        12.92      27.13        30.81        12.79      16.35       
sample08714  100982       11.94      25.77        35.01        13.08      14.21       
sample08715  92966        9.69       23.31        34.08        13.57      19.35       
sample08716  99342        7.61       28.6         29.13        13.96      20.7        
sample08717  93872        9.88       24.36        30.39        14.11      21.27       
sample08718  95937        14.32      23.13        35.19        13.64      13.72       
sample08719  111055       6.4        30.31        40.17        6.66       16.45       
sample08720  102366       5.06       18.59        45.4         9.31       21.65       
sample08721  105641       11.21      24.5         31.09        15.0       18.2        
sample08722  108745       7.97       26.74        31.8         20.74      12.75       
sample08723  109360       4.81       24.68        33.55        17.42      19.55       
sample08724  97814        7.91       22.15        23.93        18.76      27.25       
sample08725  99077        11.69      26.88        29.05        13.93      18.45       
sample08726  102919       7.94       26.4         32.75        7.82       25.09       
sample08727  97499        12.36      21.18        29.72        17.57      19.16       
sample08728  90400        13.24      28.44        24.97        16.56      16.79       
sample08729  98237        6.72       24.31        33.54        14.65      20.78       
sample08730  98078        13.21      22.61        30.13        14.75      19.3        
sample08731  95080        13.35      30.04        28.91        9.73       17.97       
sample08732  96924        7.67       24.99        31.02        21.01      15.31       
sample08733  107219       11.46      22.89        27.87        16.86      20.91       
sample08734  92141        6.45       24.99        31.11        18.66      18.79       
sample08735  91223        7.43       30.35        24.81        20.3       17.12       
sample08736  101266       21.54      22.28        26.4         8.65       21.12       
sample08737  101429       8.88       19.36        26.29        13.75      31.72       
sample08738  103028       6.36       21.87        28.03        14.61      29.13       
sample08739  102773       5.79       26.33        26.99        18.03      22.85       
sample08740  95311        8.0        22.19        25.77        18.2       25.84       
sample08741  93175        6.62       30.15        27.22        15.2       20.81       
sample08742  91858        14.45      27.28        26.19        15.44      16.63       
sample08743  100876       12.85      33.93        22.12        16.41      14.69       
sample08744  95382        9.37       22.2         33.27        13.67      21.49       
sample08745  97250        10.53      29.67        27.76        15.01      17.02       
sample08746  96190        10.25      20.9         30.84        13.81      24.21       
sample08747  102597       9.82       24.51        30.19        13.04      22.45       
sample08748  106994       5.23       34.65        27.93        18.53      13.67       
sample08749  110084       10.98      22.99        26.85        10.32      28.86       
sample08750  91681        9.82       34.04        29.14        7.56       19.44       
sample08751  89812        3.93       26.42        34.88        12.58      22.19       
sample08752  107776       10.7       23.28        31.34        11.58      23.1        
sample08753  96609        6.79       31.57        29.09        19.31      13.24       
sample08754  108560       5.55       23.26        37.81        12.82      20.56       
sample08755  108100       6.43       19.65        43.44        17.53      12.95       
sample08756  98902        4.45       27.62        24.27        12.67      30.99       
sample08757  99596        5.88       18.27        30.61        20.91      24.33       
sample08758  106354       6.7        34.05        22.03        18.65      18.56       
sample08759  110848       10.74      22.27        35.62        15.29      16.08       
sample08760  112663       6.91       23.48        33.63        15.63      20.36       
sample08761  105183       8.94       19.12        29.44        16.37      26.12       
sample08762  116778       9.51       21.02        36.09        19.53      13.85       
sample08763  117863       12.31      21.59        34.84        9.21       22.05       
sample08764  92494        12.76      26.26        31.16        11.97      17.86       
sample08765  96530        14.59      27.59        33.58        7.3        16.94       
sample08766  106025       8.39       21.1         37.36        16.18      16.97       
sample08767  102662       6.2        19.7         32.16        19.72      22.21       
sample08768  104279       4.28       27.53        23.79        22.26      22.15       
sample08769  99989        9.68       20.29        33.57        13.41      23.06       
sample08770  110594       6.11       26.35        32.46        8.1        26.97       
sample08771  98836        9.46       19.45        33.28        14.8       23.01       
sample08772  93472        7.52       28.96        21.52        26.18      15.83       
sample08773  109718       14.76      29.87        23.39        13.09      18.89       
sample08774  109712       14.66      19.74        29.97        12.87      22.77       
sample08775  99913        8.14       21.73        36.12        12.03      21.98       
sample08776  106724       15.06      21.27        33.7         14.0       15.97       
sample08777  108846       7.65       26.37        35.17        10.54      20.27       
sample08778  102440       11.58      28.37        28.99        16.75      14.3        
sample08779  98340        10.73      20.55        33.42        10.88      24.41       
sample08780  100675       6.54       29.13        27.48        11.15      25.7        
sample08781  94763        6.75       30.11        36.38        7.89       18.87       
sample08782  100678       7.16       29.71        32.47        13.28      17.38       
sample08783  104558       6.45       28.01        32.38        16.44      16.71       
sample08784  101273       10.22      30.33        25.18        9.4        24.87       
sample08785  95507        9.32       33.62        23.86        15.76      17.44       
sample08786  98043        6.16       31.76        27.98        17.34      16.77       
sample08787  106406       3.24       35.58        30.51        17.0       13.67       
sample08788  89319        4.26       24.1         31.23        16.67      23.75       
sample08789  107939       7.71       26.98        30.83        19.49      15.0        
sample08790  92903        13.22      21.94        31.51        17.27      16.07       
sample08791  106397       6.33       31.98        20.35        19.42      21.92       
sample08792  110612       8.05       27.33        28.6         12.27      23.75       
sample08793  94794        15.0       16.35        44.3         10.44      13.91       
sample08794  108753       7.37       31.46        30.1         10.4       20.67       
sample08795  94347        9.97       13.04        31.99        9.01       35.99       
sample08796  109868       8.4        22.73        31.99        16.11      20.77       
sample08797  102450       10.89      31.74        26.35        11.09      19.94       
sample08798  94383        10.44      26.41        25.86        17.8       19.49       
sample08799  99850        14.54      14.37        31.71        16.07      23.3        
sample08800  103537       5.93       22.97        26.16        15.06      29.89       
sample08801  96587        15.23      19.27        30.94        15.18      19.37       
sample08802  90527        9.61       22.59        31.67        13.19      22.93       
sample08803  97403        7.85       21.85        30.34        21.36      18.6        
sample08804  106618       11.08      22.76        29.25        15.56      21.34       
sample08805  99268        7.27       28.84        26.7         14.63      22.56       
sample08806  103040       8.69       20.88        27.69        17.45      25.3        
sample08807  99616        10.01      21.26        37.05        10.69      20.99       
sample08808  88808        15.43      24.51        29.82        11.38      18.87       
sample08809  90726        12.14      27.42        26.75        14.47      19.22       
sample08810  103022       15.54      27.53        29.62        11.55      15.76       
sample08811  109923       9.44       27.88        32.93        13.4       16.34       
sample08812  94426        7.05       29.15        29.38        13.95      20.48       
sample08813  91997        14.6       13.38        30.11        19.77      22.14       
sample08814  97485        7.45       19.8         31.35        18.9       22.5        
sample08815  92225        11.8       23.17        29.83        20.3       14.9        
sample08816  94874        6.68       30.33        38.31        10.41      14.28       
sample08817  93984        7.58       24.69        33.4         9.88       24.45       
sample08818  110526       10.55      31.12        27.38        9.0        21.95       
sample08819  102415       10.51      23.01        31.35        19.07      16.05       
sample08820  99280        7.55       18.01        40.35        15.53      18.57       
sample08821  103344       9.13       26.36        28.87        16.8       18.85       
sample08822  108707       10.32      24.92        30.35        12.55      21.86       
sample08823  112075       8.23       27.86        25.36        15.22      23.32       
sample08824  93364        9.27       21.38        31.74        17.37      20.24       
sample08825  105336       6.64       26.25        38.16        14.59      14.37       
sample08826  109707       15.64      22.23        27.62        19.65      14.86       
sample08827  89894        10.41      23.26        40.83        11.37      14.15       
sample08828  103460       15.45      22.64        17.51        21.58      22.81       
sample08829  111592       20.18      20.98        24.75        18.31      15.77       
sample08830  94804        7.12       16.56        32.83        17.25      26.23       
sample08831  105627       6.4        25.12        30.69        18.95      18.84       
sample08832  95279        10.7       28.41        22.73        11.85      26.31       
sample08833  107545       12.56      20.25        36.93        15.02      15.25       
sample08834  92594        7.95       27.03        30.12        17.08      17.82       
sample08835  98707        5.92       28.09        24.97        20.53      20.49       
sample08836  110576       6.19       28.04        29.51        13.56      22.7        
sample08837  99274        4.25       30.75        34.18        15.59      15.24       
sample08838  94555        12.61      27.21        34.61        12.04      13.53       
sample08839  111945       10.91      15.9         39.11        17.7       16.38       
sample08840  96461        11.68      17.44        31.78        13.49      25.62       
sample08841  96879        9.65       20.58        32.44        11.87      25.47       
sample08842  103590       10.46      32.75        34.11        9.99       12.69       
sample08843  105217       10.27      19.68        28.12        23.1       18.82       
sample08844  97253        10.15      19.37        30.14        20.15      20.18       
sample08845  104151       11.75      25.82        27.26        14.66      20.51       
sample08846  90393        7.55       20.57        22.26        19.76      29.86       
sample08847  91294        12.02      25.42        28.13        15.74      18.7        
sample08848  89019        18.11      21.99        20.65        13.07      26.19       
sample08849  94847        12.66      26.69        22.67        14.39      23.59       
sample08850  92575        12.12      24.18        30.3         14.22      19.18       
sample08851  98375        6.62       28.27        29.28        22.25      13.58       
sample08852  91286        7.55       28.84        30.01        9.19       24.41       
sample08853  94796        6.89       32.26        15.91        24.83      20.11       
sample08854  101717       14.27      28.29        32.04        10.31      15.1        
sample08855  95964        15.28      26.9         32.49        8.55       16.77       
sample08856  97749        10.35      23.03        27.48        15.21      23.94       
sample08857  99437        8.94       28.94        34.5         15.19      12.43       
sample08858  92774        6.15       30.03        36.62        12.24      14.97       
sample08859  94128        13.09      23.23        30.63        15.39      17.66       
sample08860  100408       11.06      24.07        34.68        9.53       20.66       
sample08861  98509        9.13       18.24        29.16        17.14      26.33       
sample08862  107931       12.62      25.35        34.25        11.45      16.34       
sample08863  96918        9.75       27.52        28.83        11.93      21.98       
sample08864  102133       7.43       24.23        29.73        14.04      24.58       
sample08865  105837       14.24      24.38        32.55        10.18      18.66       
sample08866  94064        11.43      30.91        28.54        17.96      11.17       
sample08867  88181        12.88      31.76        24.19        16.08      15.08       
sample08868  96032        11.17      24.44        29.53        14.13      20.73       
sample08869  107253       13.87      24.46        29.0         12.63      20.04       
sample08870  101549       8.48       26.88        33.04        16.08      15.52       
sample08871  94742        7.63       24.75        40.49        11.53      15.61       
sample08872  98446        15.76      19.65        24.82        19.87      19.9        
sample08873  101474       12.3       26.42        26.02        17.95      17.31       
sample08874  106099       8.11       26.87        27.74        15.59      21.68       
sample08875  95037        9.03       22.78        37.74        13.47      16.97       
sample08876  92898        5.6        23.78        27.5         13.1       30.01       
sample08877  103701       8.85       20.89        33.79        19.52      16.95       
sample08878  92948        9.8        27.59        28.58        13.74      20.29       
sample08879  92101        10.0       18.21        36.38        17.35      18.05       
sample08880  102966       11.93      27.27        31.92        11.68      17.19       
sample08881  109514       8.23       24.65        35.74        12.42      18.95       
sample08882  92458        8.82       30.83        31.03        13.28      16.04       
sample08883  109766       13.29      32.7         25.91        10.05      18.05       
sample08884  104693       9.73       20.27        33.72        14.75      21.52       
sample08885  105806       5.27       29.23        25.9         19.94      19.66       
sample08886  104447       8.94       28.87        27.24        15.13      19.82       
sample08887  90842        7.06       21.81        33.36        12.3       25.47       
sample08888  108201       11.75      16.14        30.97        15.19      25.95       
sample08889  110712       8.09       20.69        26.54        15.5       29.18       
sample08890  110752       8.24       32.91        19.6         14.11      25.14       
sample08891  94310        16.31      25.83        29.06        10.3       18.5        
sample08892  93952        7.94       19.85        36.45        17.79      17.97       
sample08893  92697        16.81      21.1         31.5         7.93       22.66       
sample08894  93376        7.47       28.12        33.77        16.91      13.74       
sample08895  107751       10.06      27.44        24.81        11.12      26.57       
sample08896  109131       6.82       30.06        23.81        12.89      26.42       
sample08897  91809        7.23       20.95        39.52        11.69      20.61       
sample08898  98678        8.56       30.42        20.63        19.65      20.73       
sample08899  103312       6.27       28.7         28.08        22.18      14.76       
sample08900  111195       7.92       34.16        27.91        14.45      15.55       
sample08901  96274        10.95      22.58        25.85        11.65      28.97       
sample08902  96650        9.62       23.2         28.47        20.65      18.07       
sample08903  103889       9.88       33.24        26.71        18.31      11.85       
sample08904  104529       8.36       26.28        28.76        17.44      19.16       
sample08905  107411       7.48       30.2         30.87        9.23       22.21       
sample08906  88572        9.4        24.17        28.29        18.1       20.04       
sample08907  92350        8.98       26.59        32.78        13.01      18.65       
sample08908  105731       11.86      26.57        26.71        9.79       25.07       
sample08909  90128        8.39       23.21        36.1         11.84      20.47       
sample08910  105878       11.8       34.37        24.94        9.76       19.14       
sample08911  103111       15.4       30.75        27.37        14.95      11.53       
sample08912  107806       7.87       24.38        34.42        16.32      17.0        
sample08913  92108        7.99       29.54        31.29        15.42      15.75       
sample08914  96247        9.72       27.06        26.59        13.73      22.89       
sample08915  96577        16.53      23.26        31.92        10.01      18.28       
sample08916  107185       7.66       21.66        33.15        20.01      17.51       
sample08917  111789       11.63      27.18        26.54        17.35      17.31       
sample08918  98681        8.96       19.92        24.98        16.97      29.18       
sample08919  103699       9.11       22.1         31.15        16.62      21.03       
sample08920  101758       5.75       28.89        29.83        14.87      20.65       
sample08921  105610       9.96       18.31        35.87        16.67      19.2        
sample08922  93626        9.93       26.11        30.24        16.21      17.5        
sample08923  97390        7.82       22.4         27.9         17.73      24.15       
sample08924  106752       11.43      17.71        37.45        12.55      20.87       
sample08925  109436       12.94      17.36        25.49        17.12      27.1        
sample08926  108390       4.91       34.78        27.73        13.98      18.6        
sample08927  101930       8.96       25.65        39.09        12.86      13.44       
sample08928  93244        8.68       31.03        26.26        17.6       16.43       
sample08929  106449       7.45       24.02        31.06        14.05      23.41       
sample08930  101148       11.02      25.3         27.25        14.88      21.54       
sample08931  111314       9.07       29.11        31.88        14.67      15.26       
sample08932  93817        7.83       19.22        35.71        17.33      19.91       
sample08933  100852       10.31      17.6         33.4         21.0       17.69       
sample08934  95713        17.91      17.67        28.71        16.27      19.44       
sample08935  110076       5.25       21.18        38.42        9.73       25.43       
sample08936  104173       11.79      25.38        25.45        18.01      19.37       
sample08937  106214       5.13       23.44        29.1         16.08      26.26       
sample08938  93455        7.36       22.23        28.23        19.49      22.69       
sample08939  109957       8.64       20.43        34.72        14.25      21.95       
sample08940  91931        10.95      29.69        21.07        12.19      26.1        
sample08941  105846       10.22      24.23        27.69        17.77      20.08       
sample08942  106104       13.5       24.59        27.56        13.17      21.18       
sample08943  110234       7.42       26.59        32.47        13.2       20.32       
sample08944  110650       7.05       18.35        25.94        11.02      37.64       
sample08945  103206       5.51       24.4         33.84        17.72      18.53       
sample08946  99120        9.68       24.33        31.13        14.06      20.81       
sample08947  97596        8.15       32.3         23.5         14.81      21.23       
sample08948  107096       5.16       25.45        30.82        18.13      20.45       
sample08949  106142       10.12      27.62        26.7         14.28      21.28       
sample08950  99806        8.76       27.66        23.92        24.08      15.58       
sample08951  90482        13.43      22.95        32.17        11.55      19.9        
sample08952  99207        12.9       21.96        34.41        14.8       15.93       
sample08953  92258        9.12       24.16        29.49        22.96      14.27       
sample08954  106043       6.2        21.81        40.1         14.04      17.85       
sample08955  104405       7.75       24.9         37.12        15.32      14.92       
sample08956  92589        9.7        32.46        20.72        14.18      22.94       
sample08957  101088       9.61       26.97        20.52        18.18      24.73       
sample08958  89938        19.42      24.24        27.03        10.13      19.18       
sample08959  90992        7.79       28.61        23.25        14.46      25.89       
sample08960  106928       14.18      21.92        32.8         15.4       15.69       
sample08961  99946        13.91      19.62        29.81        15.99      20.67       
sample08962  96754        5.06       29.96        24.94        14.76      25.28       
sample08963  97810        10.68      28.73        32.78        7.94       19.88       
sample08964  99297        12.59      25.82        25.87        12.12      23.59       
sample08965  93963        11.9       31.33        26.59        14.86      15.32       
sample08966  104252       4.55       28.1         31.89        10.78      24.68       
sample08967  97796        3.77       24.79        30.25        23.88      17.32       
sample08968  97306        9.26       32.5         27.83        9.96       20.45       
sample08969  92795        10.5       21.2         34.18        13.32      20.8        
sample08970  107407       8.18       24.53        28.85        21.43      17.01       
sample08971  107640       9.05       21.03        39.71        21.72      8.48        
sample08972  108008       8.84       26.41        33.45        16.74      14.57       
sample08973  90416        6.77       27.01        28.18        14.2       23.84       
sample08974  97194        11.65      34.35        22.92        13.73      17.34       
sample08975  98382        10.33      29.91        27.2         16.47      16.09       
sample08976  93449        12.63      19.78        35.89        16.88      14.82       
sample08977  98624        4.87       29.69        28.43        13.22      23.79       
sample08978  89742        7.62       30.63        27.28        14.7       19.77       
sample08979  99103        6.7        27.7         29.47        18.87      17.26       
sample08980  110208       7.73       22.79        35.18        13.94      20.36       
sample08981  107277       7.08       23.24        28.82        16.97      23.89       
sample08982  103587       6.9        29.33        34.13        12.01      17.62       
sample08983  91509        9.62       24.72        25.66        7.11       32.89       
sample08984  90077        9.09       22.43        32.59        17.79      18.1        
sample08985  94182        15.15      19.89        27.95        14.13      22.88       
sample08986  94708        14.46      17.96        33.37        21.11      13.11       
sample08987  96322        9.55       18.17        30.32        15.75      26.21       
sample08988  110165       11.84      31.89        25.15        16.72      14.4        
sample08989  94641        7.62       31.98        28.51        7.58       24.31       
sample08990  97786        6.2        23.71        35.16        14.77      20.16       
sample08991  96369        9.26       20.84        29.59        11.25      29.05       
sample08992  109540       10.0       25.33        29.38        14.83      20.46       
sample08993  90390        9.83       23.42        31.99        16.14      18.62       
sample08994  97433        9.98       26.31        26.58        19.2       17.92       
sample08995  95163        6.96       19.97        39.76        14.79      18.52       
sample08996  100402       10.02      14.72        41.04        15.34      18.88       
sample08997  102035       11.24      25.46        27.77        9.61       25.92       
sample08998  97646        10.29      29.16        36.63        8.36       15.57       
sample08999  99184        8.81       27.63        35.05        7.84       20.68       
sample09000  90506        11.01      25.21        24.84        15.59      23.34       
sample09001  105070       7.37       22.39        30.84        15.84      23.56       
sample09002  107723       11.78      32.49        33.5         8.85       13.39       
sample09003  97878        8.3        30.24        22.34        17.99      21.12       
sample09004  107876       8.78       29.97        27.15        9.84       24.27       
sample09005  96249        6.18       29.11        23.22        18.26      23.23       
sample09006  101757       8.75       31.74        26.67        14.43      18.41       
sample09007  94019        8.72       31.27        25.4         12.36      22.25       
sample09008  94855        13.03      20.83        28.28        14.85      23.01       
sample09009  95764        6.78       27.69        28.88        15.49      21.16       
sample09010  99596        14.69      19.73        34.26        19.52      11.8        
sample09011  112421       10.21      26.94        36.08        7.73       19.03       
sample09012  103656       11.81      29.38        30.07        14.96      13.78       
sample09013  92985        3.63       29.59        34.06        16.58      16.13       
sample09014  104220       14.45      31.93        37.81        6.04       9.77        
sample09015  93711        13.61      23.1         25.27        10.89      27.12       
sample09016  104604       8.56       21.04        27.58        14.17      28.65       
sample09017  102399       8.46       22.8         31.88        17.1       19.76       
sample09018  92308        9.79       20.43        30.18        23.77      15.84       
sample09019  100640       13.43      25.79        31.21        13.2       16.37       
sample09020  107800       10.11      37.51        28.57        13.02      10.8        
sample09021  96729        10.51      26.13        35.74        11.11      16.5        
sample09022  99722        9.96       20.93        25.74        14.89      28.48       
sample09023  96538        9.98       28.22        23.36        15.08      23.36       
sample09024  108837       10.33      20.1         32.09        21.48      15.99       
sample09025  112281       12.0       21.42        39.74        10.98      15.86       
sample09026  97245        15.8       20.07        27.37        13.94      22.82       
sample09027  111505       6.31       25.26        30.77        19.72      17.95       
sample09028  93955        8.67       24.69        24.21        17.38      25.05       
sample09029  100546       7.16       31.14        31.76        14.38      15.55       
sample09030  96877        16.09      25.04        29.2         15.98      13.69       
sample09031  91958        8.05       23.54        33.04        16.73      18.63       
sample09032  90253        15.93      22.95        25.48        12.94      22.71       
sample09033  95864        9.72       26.7         26.34        18.49      18.76       
sample09034  96927        6.42       19.63        36.11        19.54      18.31       
sample09035  90039        7.86       33.99        21.07        15.81      21.28       
sample09036  94780        10.21      29.93        25.4         14.03      20.43       
sample09037  89384        6.07       31.17        23.01        18.95      20.8        
sample09038  92290        7.49       20.62        29.15        16.57      26.16       
sample09039  95939        10.81      24.57        25.28        19.54      19.8        
sample09040  108345       9.04       21.67        30.43        19.04      19.83       
sample09041  92805        9.54       24.96        23.94        19.08      22.49       
sample09042  87622        8.64       29.05        27.75        16.35      18.2        
sample09043  107264       8.44       32.35        29.01        14.6       15.61       
sample09044  107933       9.96       22.71        28.16        17.3       21.88       
sample09045  109338       9.9        25.97        36.8         12.1       15.24       
sample09046  92005        10.3       23.53        36.36        13.28      16.53       
sample09047  107389       6.68       25.46        29.68        17.39      20.8        
sample09048  93285        5.65       26.51        31.59        17.74      18.51       
sample09049  107439       5.29       30.68        32.25        12.32      19.45       
sample09050  92368        10.81      22.14        36.95        13.44      16.67       
sample09051  106681       8.23       21.64        32.81        13.09      24.24       
sample09052  92328        14.46      33.02        26.98        14.06      11.47       
sample09053  108128       11.34      18.5         27.63        19.28      23.25       
sample09054  90420        9.26       24.13        28.6         18.72      19.3        
sample09055  94862        8.78       23.3         33.19        17.27      17.46       
sample09056  90441        8.3        22.04        34.83        17.39      17.43       
sample09057  99563        11.72      27.54        26.34        16.91      17.5        
sample09058  96309        10.6       22.42        28.94        15.26      22.77       
sample09059  103409       12.13      24.01        30.82        12.49      20.55       
sample09060  102499       10.9       21.33        36.58        11.48      19.71       
sample09061  102124       13.73      28.03        25.35        13.45      19.44       
sample09062  105611       9.88       18.49        34.12        14.84      22.67       
sample09063  93737        4.81       22.03        34.23        15.96      22.97       
sample09064  94186        11.1       20.36        37.62        11.62      19.3        
sample09065  104489       9.5        19.03        26.58        21.71      23.18       
sample09066  105905       6.54       23.51        33.88        15.72      20.34       
sample09067  95054        13.34      25.67        19.43        21.83      19.73       
sample09068  105653       10.76      27.93        29.55        10.97      20.8        
sample09069  91095        14.71      16.37        28.91        13.01      27.0        
sample09070  96734        6.35       33.2         27.74        15.08      17.63       
sample09071  106262       7.58       32.28        23.04        13.14      23.96       
sample09072  102093       12.1       19.85        33.96        11.76      22.33       
sample09073  94604        9.12       24.14        31.62        21.1       14.01       
sample09074  95498        7.39       22.4         33.62        15.37      21.22       
sample09075  91737        9.45       29.03        34.91        9.88       16.72       
sample09076  92895        7.23       24.78        28.99        16.74      22.26       
sample09077  94987        10.55      29.03        24.41        17.86      18.15       
sample09078  92834        9.32       23.45        28.26        18.96      20.02       
sample09079  97308        13.87      29.64        29.09        9.92       17.47       
sample09080  96581        11.56      22.07        29.03        21.2       16.15       
sample09081  105923       13.36      27.38        34.75        9.48       15.03       
sample09082  108958       7.29       26.25        34.73        16.95      14.78       
sample09083  100856       14.75      20.2         26.43        11.11      27.52       
sample09084  103298       12.0       18.29        34.33        16.97      18.42       
sample09085  102541       8.36       18.76        33.94        18.5       20.44       
sample09086  89213        12.66      25.38        21.84        21.23      18.9        
sample09087  109362       6.88       26.25        33.98        15.11      17.78       
sample09088  104496       8.53       27.6         31.67        16.81      15.39       
sample09089  94333        10.95      21.22        23.25        12.57      32.01       
sample09090  96524        11.54      22.58        29.08        13.05      23.75       
sample09091  101641       3.69       22.72        30.57        15.36      27.66       
sample09092  110422       11.02      24.04        33.53        13.48      17.92       
sample09093  101406       9.06       27.47        32.48        13.02      17.97       
sample09094  101335       16.14      21.6         25.36        13.76      23.14       
sample09095  95193        10.76      21.35        35.6         10.01      22.29       
sample09096  92589        13.38      31.07        16.9         17.12      21.53       
sample09097  104377       17.24      22.18        22.25        14.28      24.06       
sample09098  100013       5.07       37.24        28.26        10.95      18.49       
sample09099  96957        10.65      23.23        26.99        11.56      27.56       
sample09100  104084       6.55       26.2         29.14        14.62      23.5        
sample09101  92450        9.24       19.6         37.22        14.58      19.36       
sample09102  99577        9.78       28.1         32.25        20.65      9.21        
sample09103  102032       5.66       39.41        28.03        12.96      13.94       
sample09104  99830        6.77       27.37        31.16        14.7       19.99       
sample09105  94344        13.48      14.25        33.48        13.91      24.87       
sample09106  104186       7.12       25.25        36.26        15.77      15.61       
sample09107  99373        10.1       28.75        27.8         14.66      18.69       
sample09108  110921       9.59       23.26        28.8         16.01      22.34       
sample09109  103838       8.46       29.37        30.39        10.44      21.34       
sample09110  97239        12.64      21.68        32.19        14.06      19.43       
sample09111  91090        11.51      31.02        25.12        13.62      18.72       
sample09112  98867        6.27       18.18        39.32        20.49      15.74       
sample09113  92312        10.65      26.46        27.96        14.1       20.83       
sample09114  97992        10.02      23.89        31.23        11.52      23.34       
sample09115  91608        9.52       21.48        45.48        11.18      12.34       
sample09116  110131       10.31      26.29        26.8         16.19      20.41       
sample09117  97251        9.82       26.78        31.27        8.01       24.12       
sample09118  103204       7.52       20.8         26.02        14.66      31.0        
sample09119  109743       6.66       32.65        31.43        11.23      18.02       
sample09120  101207       8.13       30.94        27.33        17.65      15.96       
sample09121  104454       9.09       32.77        32.34        9.06       16.75       
sample09122  103562       5.15       26.87        37.8         10.75      19.44       
sample09123  110038       4.82       25.11        33.83        21.1       15.13       
sample09124  95375        6.16       24.88        20.6         13.19      35.18       
sample09125  108987       7.44       20.91        29.18        22.3       20.18       
sample09126  100415       7.05       20.82        24.59        21.72      25.82       
sample09127  105123       5.56       24.48        32.46        12.78      24.71       
sample09128  105836       4.83       33.12        25.7         14.08      22.27       
sample09129  93627        13.32      13.52        28.4         20.78      23.99       
sample09130  104361       6.09       19.76        35.1         22.23      16.82       
sample09131  99591        3.36       25.61        36.28        16.74      18.02       
sample09132  108766       11.91      24.23        28.86        12.14      22.87       
sample09133  108385       9.6        27.22        27.93        13.43      21.82       
sample09134  109362       12.12      24.17        25.71        15.93      22.06       
sample09135  93880        9.34       29.37        23.25        16.55      21.49       
sample09136  97218        11.45      26.59        30.57        13.92      17.47       
sample09137  93815        7.42       30.66        25.93        12.36      23.65       
sample09138  107487       10.95      25.08        31.37        12.6       19.99       
sample09139  93031        10.1       19.62        33.47        17.93      18.89       
sample09140  95127        7.84       27.48        26.92        16.29      21.47       
sample09141  103619       12.11      24.25        30.53        11.87      21.24       
sample09142  107426       7.94       28.14        29.27        14.03      20.62       
sample09143  104955       11.93      24.64        25.87        17.82      19.75       
sample09144  105316       6.77       29.73        21.25        18.61      23.64       
sample09145  110832       18.05      26.48        29.07        10.37      16.03       
sample09146  107504       7.85       35.2         28.88        10.77      17.3        
sample09147  94283        7.66       24.37        31.55        24.33      12.08       
sample09148  105037       11.57      22.2         34.94        18.47      12.82       
sample09149  102625       10.83      24.09        32.15        12.67      20.26       
sample09150  91819        11.08      26.57        29.61        9.03       23.71       
sample09151  96085        9.43       25.44        30.18        14.21      20.73       
sample09152  93197        8.52       37.46        29.66        9.08       15.28       
sample09153  93592        7.31       27.6         26.89        18.77      19.43       
sample09154  109582       10.02      23.86        39.23        13.9       12.99       
sample09155  93569        7.92       26.52        28.92        16.77      19.86       
sample09156  101506       7.59       29.4         31.41        12.56      19.04       
sample09157  103297       6.81       20.66        32.67        8.75       31.11       
sample09158  90438        7.47       20.56        28.71        17.78      25.48       
sample09159  91144        6.73       32.39        23.92        15.17      21.79       
sample09160  108090       11.88      24.25        27.77        14.57      21.53       
sample09161  95179        6.14       28.26        31.44        11.21      22.95       
sample09162  103535       15.65      26.82        22.69        12.78      22.07       
sample09163  96134        10.67      24.75        31.58        8.08       24.92       
sample09164  100549       5.23       16.69        37.69        19.22      21.17       
sample09165  102250       9.04       21.2         32.79        12.57      24.4        
sample09166  93924        13.43      22.99        27.81        14.72      21.04       
sample09167  98496        8.05       23.84        32.09        13.61      22.41       
sample09168  93625        9.83       24.57        30.41        15.01      20.18       
sample09169  96972        14.32      16.75        37.17        18.73      13.04       
sample09170  96106        11.2       24.26        32.08        14.38      18.08       
sample09171  102086       12.26      27.7         33.91        10.88      15.24       
sample09172  104129       15.14      33.38        21.22        13.46      16.81       
sample09173  100489       11.67      25.06        29.43        15.54      18.3        
sample09174  108083       7.56       33.21        31.49        10.7       17.03       
sample09175  102265       9.54       26.86        32.8         7.7        23.11       
sample09176  94122        12.36      28.53        22.59        13.47      23.05       
sample09177  97019        12.45      18.52        37.68        11.81      19.54       
sample09178  97336        11.54      19.65        32.21        13.26      23.33       
sample09179  101660       10.12      27.24        33.8         10.71      18.13       
sample09180  100004       10.96      24.88        33.34        11.31      19.51       
